Instance_ID,Position_Part_1_x,Position_Part_1_y,Position_Part_1_z,Anonymous_F1_Part_1,Anonymous_F2_Part_1,Anonymous_F3_Part_1,Anonymous_F4_Part_1,Anonymous_F5_Part_1,Anonymous_F6_Part_1,Position_Part_2_x,Position_Part_2_y,Position_Part_2_z,Anonymous_F1_Part_2,Anonymous_F2_Part_2,Anonymous_F3_Part_2,Anonymous_F4_Part_2,Anonymous_F5_Part_2,Anonymous_F6_Part_2,Position_Part_3_x,Position_Part_3_y,Position_Part_3_z,Anonymous_F1_Part_3,Anonymous_F2_Part_3,Anonymous_F3_Part_3,Anonymous_F4_Part_3,Anonymous_F5_Part_3,Anonymous_F6_Part_3,Position_Part_4_x,Position_Part_4_y,Position_Part_4_z,Anonymous_F1_Part_4,Anonymous_F2_Part_4,Anonymous_F3_Part_4,Anonymous_F4_Part_4,Anonymous_F5_Part_4,Anonymous_F6_Part_4,Anonymous_W1,Anonymous_W2,Anonymous_W3,Anonymous_W4,Anonymous_W5,Anonymous_W6,Anonymous_W7,Anonymous_W8,Anonymous_W9,Anonymous_W10,Action
AR3488,4.468857,5.076885,1.952578,0.01572177,0.00059585,-0.00376829,0.00727595,0.00254072,-0.00047673,5.056337,5.1318,1.940059,0.01125951,-0.00634041,-0.00272317,-0.00032413,0.00072339,0.00021322,4.180349,4.915469,1.994768,0.00770987,-0.00592243,-0.00292401,0.00357634,0.00074954,-0.00032106,5.373751,4.962765,1.971343,0.00116452,-0.00568789,-0.00206288,-0.00209682,0.00099321,0.00013114,4.860239,1.856681,2.148552,4.852223,4.300636,2.143042,104.63343868841828,4.0,232.79529310999447,3.23148204759488,Other_Action
AR1488,1.88245,4.56415,2.2154580000000004,0.00039538,7.823e-05,1.047e-05,1.556e-05,3.47e-06,1.17e-06,3.84216,2.321554,2.204858,0.00148059,-0.00222819,-0.00044569,0.00021682,-0.00032976,-7.069e-05,1.7007849999999998,4.272695,2.248253,0.00025802,0.00016744,-3.169e-05,3.13e-06,2.13e-06,-1.9e-07,3.954197,2.647679,2.258257,0.00076188,-0.00065637,-2.39e-06,0.00038506,0.00053513,1.18e-06,2.426231,0.8710979999999999,2.396204,2.4725479999999997,3.444181,2.431895,58.22260329967188,2.0,142.5134540978249,2.411170758599233,Action_1
AR2878,3.8451940000000002,5.334296,1.76174,-0.00611144,-0.00199103,0.00247783,0.00021639,-0.00132758,0.00017491,5.0963959999999995,4.321557,1.7314459999999998,-0.00101139,0.03003323,0.00301404,0.00066654,0.00140227,0.00057587,3.755469,5.048692,1.807061,-0.00424856,-0.0007851,0.0017563,0.00025110000000000003,-0.00097763,0.00013159999999999995,5.2074370000000005,4.234203,1.7632009999999998,0.00201778,0.02318623,0.00387269,0.0025059,0.00079401,0.00079507,4.347167,1.80342,1.975668,4.439939,4.202279,1.968693,86.0721659497698,3.0,177.6284979518298,2.9306242905831517,Other_Action
AR5678,4.666616,4.939393,2.237376,0.02586433,0.0045382,0.04992354,0.00846304,0.00164229,0.01652695,4.649505,4.943261,2.256716,-0.00119925,-0.00151986,-0.00045679,0.00059255,0.00128909,0.00237783,4.703942,4.950646,2.376635,0.00496133,0.00226518,0.01361141,0.00179146,0.0005329,0.00393274,4.693408,4.962615,2.34737,0.00059599,0.00161332,0.00153713,0.00013602,0.00058792,0.00053181,4.662732,4.698862999999999,2.612756,4.663255,4.966043,2.663987,122.05738934241968,6.0,342.24093205785204,3.490355427372977,Other_Action
AR4840,3.6528660000000004,5.237985,1.804628,-0.00365528,-0.00812261,0.00133008,-0.00073364,-0.00307194,0.00046564,5.346907,1.1653069999999999,1.821545,-0.00367233,-0.00096324,0.00063795,0.00046952,0.00176943,-0.00011302,3.6255029999999997,4.967704,1.841509,-0.00296603,4.49e-06,0.00071166,-0.00057431,-0.0016975999999999998,0.00038146,5.438873,1.450186,1.8256169999999998,0.00165535,-0.00451904,-8.903e-05,0.00023492,0.00010341,-4.037e-05,4.451349,1.795981,1.932667,4.4602580000000005,3.9783510000000004,1.94445,86.20719789657556,3.0,173.754849344512,2.9330829033259525,Action_2
AR4559,4.433032,5.164686,1.9320080000000002,-0.02016552,-0.01554379,-3.522e-05,-0.00517033,-0.0018861,0.00101096,5.23065,5.166957,1.968429,-0.03899712,-0.00848728,-0.00341901,0.00064938,0.00140935,-0.00012244,4.225876,4.978402,1.987123,-0.0001114,-0.00917307,-0.00126646,0.00187388,0.00161616,5.039e-05,5.54894,5.006514,2.001112,-0.02717567,-0.00996465,-0.00379317,0.00048335,0.00130535,-5.661e-05,4.9007309999999995,1.8156029999999999,2.161057,4.879544,4.269908,2.125035,106.11594236628952,4.0,237.0750578367906,3.2543446395037816,Other_Action
AR4381,1.7086430000000001,5.251551999999998,2.017502,-0.00855216,0.01092423,0.00233362,0.00032087,0.00076932,-7.909e-05,2.91249,4.846307,2.022352,0.01325065,0.00685241,0.00129284,0.00075208,0.00027348,5.048e-05,1.6268120000000001,5.0076480000000005,2.083702,-0.00600787,0.00502291,0.00135588,-0.00038536,0.0003952,7.49e-06,3.068403,4.656587,2.053355,0.013083,0.00355749,0.00176976,0.00121127,0.00013008,0.00010709,2.730906,1.314324,2.224195,2.654122,4.074193,2.2539919999999998,60.848808759435464,2.0,140.69442583922458,2.4645623284206057,Other_Action
AR5749,1.6608919999999998,2.848925,2.073613,0.01223444,0.01310774,-0.00222318,-0.00137025,-0.00188802,0.00038361,4.092416,3.5548889999999997,1.957039,0.00833172,-0.01057154,0.00313111,0.0015934,-0.00039777,-1.287e-05,1.6094950000000001,3.004457,2.0814340000000002,0.01152484,0.0114476,-0.00162115,-0.00060546,-0.00140933,0.00017559,4.0726,3.6173059999999997,2.0208,0.00433835,-0.00494892,0.00175563,0.00153914,-0.00054951,-0.00020052,2.8778639999999998,1.329808,2.242312,2.62798,4.0855,2.2580400000000003,64.63805593858001,3.0,150.37161907174922,2.5402891531414293,Action_1
AR5917,4.0678529999999995,5.400697,1.783031,0.00265504,0.00023154,-5.547e-05,0.00161684,0.00087957,-9.774e-05,5.138745,5.204944,1.824641,-0.0021031999999999995,-0.00115556,-0.00025462,-0.0006886,-0.00036504,-7.817e-05,3.806312,5.153563,1.81625,0.00488024,0.0027386,-0.00044581,0.0030326,0.00156083,-0.00026332,5.235956,4.971481,1.854206,-0.00209817,-0.0011642999999999998,-0.00025291,-0.00069704,-0.00037322,-7.947e-05,4.458945,1.812024,1.961416,4.484071,4.145594,1.9578799999999998,87.64435203953174,3.0,179.4189502222262,2.9573376652184984,Other_Action
AR5524,0.7289793999999999,3.5885,2.033766,-0.00199805,0.00629207,-9.348e-05,-0.00015557,0.00033624,-1.256e-05,4.3438989999999995,2.7217279999999997,2.0853919999999997,0.00063253,-0.00042788,-0.0005146,3.337e-05,8.37e-06,-3.229e-05,0.8383470999999999,3.72813,2.0630189999999997,-0.00056734,0.00625971,0.00010148,-0.00020552,0.00050407,-2.167e-05,4.40223,2.8832020000000003,2.094472,0.0008288999999999999,-0.0004842,-0.00033799,7.900000000000001e-05,-1.205e-05,-3.986e-05,2.667122,1.3144770000000001,2.2284740000000003,2.563535,4.049191,2.2431080000000003,59.539922746781855,2.0,138.00573824131894,2.437952426079722,Other_Action
AR7343,4.563852,5.1535779999999995,2.482493,-0.00074702,-0.00287739,0.00113786,-0.00018462,-0.00033362,0.00010763,4.682682,5.078380999999999,2.341357,-0.00992995,0.01196288,0.03780228,0.00033955,0.00093555,0.0030784,4.565586,5.110703,2.514601,-0.00010595,-0.00147361,-0.00107298,-0.00010991,-0.00013621,-0.00025456,4.699443,5.03426,2.343656,-0.01214839,0.01562065,0.03408851,-0.00020762,0.00148585,0.00260608,4.609783,4.722244,2.519345,4.663698999999999,4.982494,2.585052,116.36870604420307,6.0,316.70147012546875,3.4078781891574415,Action_1
AR0172,4.8094019999999995,5.174352,1.5100799999999999,0.00108552,0.00027191,-7.358e-05,0.00010747,6.405e-05,4.863e-05,5.015976,5.2974510000000015,1.4820440000000001,-0.00937224,-0.00291423,-0.00046254,-0.00285707,-0.00013117,-0.0001649,4.64237,5.006917,1.5533860000000002,0.00059297,0.00040561,-0.00012527,0.00012436,-7.08e-05,3.269e-05,5.173046,5.091989,1.5199559999999999,0.00244671,0.00504222,-0.00034342,-0.00011533,0.0005587999999999999,-2.588e-05,5.343441,1.668036,1.750413,5.258006,4.319411,1.7368,93.75940080087469,3.0,171.32260708085744,3.058304855820132,Other_Action
AR0998,3.6261660000000004,5.070241,1.8236009999999998,0.00053466,-0.00156349,0.0006464,0.00059886,0.00262226,-0.0003557,5.436543,1.163853,1.770616,-0.01195845,0.01078538,0.00219083,-0.00352676,0.00051491,0.00051182,3.6088769999999997,4.979146,1.8432,0.00081254,-0.00058282,0.00060886,0.00046339,0.00042092,-0.00014666,5.499989,1.449964,1.783448,-0.00854607,0.00846225,0.00136514,-0.00102749,0.000509,8.405e-05,4.215447,1.7966080000000002,1.949991,4.446978,4.031576,1.9447709999999998,82.3801204075433,3.0,167.88365506783376,2.867068836107184,Other_Action
AR5269,5.858811,3.181288,1.501882,-0.04164922,-0.04343445,-0.00678673,0.00999052,-0.00343013,-0.00042976,5.146227,2.423848,1.474849,0.00165272,-0.0012987,-0.00199046,0.00090555,0.00043218,0.0001651,5.7846660000000005,3.467362,1.525764,-0.04212404,-0.04295162,-0.00682444,0.00257466,-0.00189294,0.00092096,5.24795,2.718343,1.488293,0.00180695,-0.00085221,-0.00197008,0.00090273,0.00042401,0.00016473,5.032881,1.6651639999999999,1.76122,5.008687,4.267531,1.731316,88.85385401861798,3.0,163.59732376475432,2.977248843281327,Action_1
AR2234,4.583349,5.119052,2.5782529999999997,-0.010861,0.00508668,0.02353382,-0.0025088000000000003,0.00257559,0.01094679,4.793524,4.980678,2.045823,-0.01853868,-0.03679432,-0.02518435,-0.00323877,-0.00539192,-0.00429807,4.5937339999999995,5.0731980000000005,2.560605,-0.00992945,0.0061518,0.02488538,-0.00295091,0.00234021,0.00997441,4.797909,4.962756,2.09597,-0.01511774,-0.0328035,-0.02274274,-0.001379,-0.00551406,-0.00090093,4.682764,4.699029,2.620584,4.702605999999999,4.972435,2.61655,122.94959816841607,6.0,345.5653660321955,3.503080988811992,Other_Action
AR8578,4.675128,4.7832550000000005,1.468325,0.00210988,0.00195096,9.04e-05,-0.00034561,-0.00012767,-6.18e-06,6.826622,2.241272,1.556869,0.01103602,0.0113695,-0.00063938,-0.00110299,-1.928e-05,0.00058474,4.551065,4.6681349999999995,1.491909,0.00194078,0.00243251,8.869e-05,-0.00026655,4.714e-05,1.64e-06,6.796289,2.660397,1.536764,0.00754668,0.01082271,-0.00034513,-0.00083075,0.00152021,0.00036147,4.99579,1.6493389999999999,1.752752,5.117736,4.289271,1.731339,87.78332270690457,3.0,160.9368563830414,2.9591182663219127,Action_1
AR2309,4.535424,5.145239,2.5533509999999997,0.00731493,-0.0015841,-0.02549319,0.00037219,0.00037875,1.47e-06,4.806286,5.061518,2.285968,-0.03427915,0.00345081,0.01639357,-0.00050066,0.00087869,0.00085294,4.549634999999999,5.099968,2.541229,0.00520819,-0.00191134,-0.01537151,0.00032209,0.00020015,-0.00011789,4.807003,5.020707,2.3283549999999997,-0.02708683,0.00489994,0.0163556,-0.00068233,0.00081107,0.00085985,4.644898,4.698825,2.571609,4.6704930000000004,4.973955999999999,2.6057759999999996,119.68092327562307,6.0,331.1442882256018,3.4561338951033136,Other_Action
AR0060,5.326097,4.042680000000002,1.490877,0.00015831,-9.091e-05,4.922e-05,-2.43e-06,1.986e-05,-2.86e-06,5.167033,3.927226,1.50629,5.624e-05,-7.233e-05,4.304e-05,-1.746e-05,-5.5e-07,-2.81e-06,5.049675,3.9895089999999995,1.553875,0.00013285,-9.915e-05,3.484e-05,-7.05e-06,1.789e-05,-3.81e-06,5.315755,3.983103,1.559875,-0.0004133,7.781e-05,-6.54e-06,0.00014745,-8.46e-06,3.077e-05,5.210891999999999,1.472014,1.75163,5.290514,4.110885,1.7472889999999999,91.49303448604887,3.0,166.3132242691878,3.0211843296892686,Other_Action
AR5500,2.353422,4.033321,2.2067900000000003,3.623e-05,8.746e-05,-1.319e-05,6.98e-06,-5e-07,-2e-07,2.798063,3.772129,2.293827,0.00532306,0.0028974,0.00066175,-0.00031643,-0.00018125,-4.468e-05,2.224968,3.8051739999999996,2.238858,2.194e-05,8.673e-05,-1.734e-05,-2.25e-06,3.33e-06,-1.7e-06,2.839517,3.7336440000000004,2.314101,0.00359662,0.00087958,0.00044039,-0.00028184,-5.195e-05,-4.592e-05,2.449735,0.8245396999999999,2.400575,2.479724,3.3878169999999996,2.408489,58.891734487475084,2.0,144.16741513010538,2.4250304323090464,Other_Action
AR3693,2.292698,4.652904,2.216236,0.00142378,0.00035574,0.00011153,7.019e-05,-4.346e-05,-4.43e-06,3.277664,3.116579,2.2214959999999997,-0.00900505,0.03704545,0.00104257,-0.00063699,-0.00087718,-0.00023426,1.992462,4.490278,2.241133,0.00028714,0.00014534,3.233e-05,3.267e-05,-1.597e-05,-1.53e-06,3.290834,3.198143,2.247013,-0.00446326,0.02753174,0.00186913,-0.00064516,-0.00174062,-0.00027602,2.37425,0.8528444,2.409631,2.474773,3.4619199999999997,2.43067,57.2963386789416,2.0,141.01551295252474,2.3918750807159643,Other_Action
AR3820,5.722121,4.1695199999999994,1.511451,-0.00026936,-0.00059924,-0.00014445,-0.00015959999999999998,-0.00041728,2.298e-05,5.645736,4.136373000000002,1.4929729999999999,-0.00093319,-0.00057326,-0.00011687,0.00050612,5.863e-05,1.813e-05,5.44651,4.130803,1.528137,-0.00034314,-0.00103142,-0.00022246,-0.00021566,-8.352e-05,1.956e-05,5.587078,4.194641000000002,1.515324,-0.00135106,-0.00024084,-0.00015975,0.00015264,1.817e-05,3.155e-05,4.8592379999999995,1.634602,1.750866,5.5637339999999975,4.247968,1.746272,85.31509164100514,3.0,156.31903022985608,2.916826117564776,Other_Action
AR5110,4.358407,4.704426,1.8462319999999999,-0.04768874,0.01144792,0.00469132,-0.00219596,-0.00124071,0.0003038,4.332475,4.526187,1.8951259999999999,-0.01991165,-0.00882048,-0.00425036,-0.00328387,0.00222006,-5.801e-05,4.105224,4.438703,1.9510599999999998,-0.03424695,0.01604994,0.00217911,0.00066214,-0.00025618,-0.0002323,4.719149,4.528462,1.8820860000000001,-0.01097258,-0.0106981,-0.0023628,-0.00074064,-0.00033255,0.00011651,4.912791,1.81998,2.171159,4.901518,4.258719999999999,2.130418,106.87324587505958,4.0,239.7895948664485,3.2659532138058864,Other_Action
AR3177,5.566372,3.572977,1.4950139999999998,0.00146265,-1.818e-05,1.256e-05,0.00010349,-0.00026485,-2.521e-05,5.46967,4.018154,1.562442,0.00111017,0.00021941,-5.794e-05,9.007e-05,-0.00035685,3.981e-05,5.527768,3.694529,1.522482,0.00101404,-0.0027273,-4.441e-05,0.00538837,-0.00417628,-0.0002881,5.642144,3.7930309999999996,1.549389,0.000421,-0.00025756,-3.984e-05,0.00028969,-0.00022963,6.57e-06,5.630562,1.4979930000000001,1.7690299999999999,5.685074,4.179792,1.733768,99.84395521684608,3.0,182.88825125471325,3.1560470679094763,Other_Action
AR0611,4.497929,5.128675,1.9403580000000002,0.00100441,0.00073495,0.00036964,-0.00027937,0.00023911,1.838e-05,5.042909,5.161937,1.9423669999999997,0.01392839,-0.00311389,0.00160538,0.00242533,-0.00172945,0.00053167,4.2061459999999995,4.985774,1.984374,0.00027594,1.047e-05,3.72e-05,-0.00029083,0.00013683,7.32e-06,5.361776,5.009983999999998,1.9765599999999999,0.00632308,-0.00128008,0.00127049,0.00109179,-0.00022035,0.00021875,4.895187,1.8360490000000005,2.125007,4.857369,4.254595,2.124044,104.22972779169554,4.0,229.30054606060256,3.225260709044929,Other_Action
AR1414,3.810341,5.296652,1.823778,0.00680113,-0.00081559,-0.00056391,0.00035863,-0.00018318,-1.251e-05,5.190266,5.156499,1.853735,-0.00546875,0.00322447,-0.00091862,-0.00015034,0.00026041,-3.299e-05,3.672614,4.991894,1.8661159999999999,0.00419723,0.00031239,-0.00066158,9.63e-05,-6.207e-05,-2.381e-05,5.427778,4.8966980000000015,1.8899290000000002,-0.00546312,0.00321835,-0.00091776,-0.00015973,0.0002707,-3.442e-05,4.491423999999999,1.811886,1.974375,4.559907,4.202548,1.970852,88.86918488043031,3.0,183.07563478382758,2.9778776435575716,Other_Action
AR3906,5.121653,4.772017,1.516132,-0.00189948,-0.00035783,0.00049724,-0.0003777,-0.00058785,0.00014529,5.736011,3.403198,1.4035540000000002,0.01393854,-0.03612405,0.00278438,0.00149147,0.00036517,-0.00012483,4.801291,4.781615,1.563553,-0.00134691,4.473e-05,0.00030308,-0.00017346,-0.00045966,7.905e-05,5.808349,3.439665,1.417876,0.01073833,-0.0291402,0.00198594,-0.00167311,-0.00160019,-0.00088487,5.399212,1.4780469999999999,1.7419209999999998,5.422713,4.164701999999999,1.7381419999999999,94.27584749928526,3.0,170.37670384879647,3.0667573699678297,Other_Action
AR2887,4.5449839999999995,5.126899,2.588886,-0.01625278,0.00207925,0.02263203,-0.00212688,0.0017375999999999995,0.00766994,4.799851,5.140411,2.614928,0.00691812,-0.00184465,-0.02659259,-0.00060554,0.00028754,0.00183994,4.553744999999998,5.091588,2.6022939999999997,-0.01436698,-0.00067871,0.02703387,-0.00225799,0.00122576,0.0078867,4.789636,5.0931809999999995,2.626256,0.00589095,0.00066474,-0.02427477,-0.00109292,0.00016078,0.00196679,4.665274,4.700622,2.686912,4.669386,4.974166,2.699361,125.58406994970078,7.0,360.81501868794237,3.5405057116022283,Other_Action
AR1626,4.345585,4.750088,1.903152,0.02786839,-0.01177111,-0.00146989,-0.00062318,-0.00053165,0.00012203,4.47401,4.771512,1.8781,0.02929151,-0.01379932,0.00013680000000000002,0.00831056,-0.0048997,4.02e-06,4.183602,4.5840629999999996,1.937187,0.01552486,-0.00858313,-4.759e-05,-0.00116753,-0.00062439,0.00014691,4.752479,4.539292,1.896509,0.02563743,-0.00647677,0.00159784,0.00700698,-0.00184811,0.00064364,4.874267,1.840932,2.102615,4.854729,4.233872,2.125327,102.69261209385687,4.0,223.71729702642892,3.2013601653367587,Other_Action
AR1601,4.446043,4.888330000000002,2.289443,0.00125407,0.00876582,-0.00223338,-1.95e-06,0.00018061,2.202e-05,4.839194,4.6169,2.4535099999999996,-6.814e-05,0.00562151,0.00046752,-0.0015275,0.0004945,4.049e-05,4.471673,4.911980000000002,2.3545380000000002,0.00093961,0.00914108,0.00033496,0.00011668,0.00048536,-0.00032172,4.845185,4.6641379999999995,2.450798,0.00181579,0.00042306,9.043e-05,-0.00011032,-9.802e-05,-0.00016786,4.723783,4.702980999999999,2.489792,4.7083580000000005,4.950322,2.545125,117.84545011327276,6.0,316.69192923830764,3.429466011369117,Action_1
AR1126,3.5948279999999997,5.327465,1.8238470000000002,0.00175651,0.00174141,-0.00046319,0.00126139,-1.612e-05,-0.000119,5.25973,1.4290530000000001,1.6609200000000002,-0.00617598,-0.00421414,0.00055677,-0.0006427000000000001,-0.00032576,9.099e-05,3.5747129999999996,5.065943,1.848875,0.00173386,0.0014477,-0.0004351,0.00126051,-2.7300000000000006e-05,-0.00011793,5.3156,1.656327,1.69892,-0.00262676,-0.00429649,0.00011082,-0.00054815,-0.00029417,7.962e-05,4.3992309999999994,1.858986,1.9720900000000001,4.415883,4.078259,1.9668130000000001,86.93688577377699,3.0,179.02878945098183,2.9454506383217494,Other_Action
AR4709,5.556241,2.767564,1.535794,-0.00225609,-0.00012484,-0.00010923,-1.781e-05,-0.00070628,-7.451e-05,4.625649,2.980188,1.470855,0.00013492,-0.00089092,-0.00016698,-0.00074062,5.76e-06,-4.158e-05,5.3186870000000015,2.838648,1.567847,-0.00231854,-0.00010616,-0.00010077,-8.840000000000001e-05,-0.00068516,-6.497e-05,5.604204,3.269876,1.54166,0.00174511,0.00060906,-9.96e-05,-0.00074547,8.84e-06,-3.537e-05,5.659333999999999,1.211917,1.7795729999999998,5.58134,4.109064,1.7527490000000001,100.94132067647756,3.0,184.6122933758892,3.1735150833708032,Action_2
AR4920,3.9061980000000003,5.1598809999999995,1.815767,0.00981958,0.01093617,-0.00169121,0.00315708,0.00151006,-0.00025203,5.161384,5.195401,1.822234,-0.00260013,-0.00059675,-8.918e-05,-0.00087351,-0.00017494,-6.131e-05,3.696361,4.997133,1.8404740000000002,0.00657137,0.00858432,-0.00133054,0.00144599,0.00222165,-0.00029431,5.25858,4.961976,1.851795,-0.0026134,-0.00056491,-9.321e-05,-0.00087137,-0.0001801,-6.065e-05,4.4822489999999995,1.823163,1.9612990000000001,4.486672,4.14639,1.955016,88.09633973365082,3.0,180.3428078548396,2.96496719736509,Other_Action
AR1502,4.2890489999999994,1.814727,1.471811,-0.00952043,0.00045087,-0.00078936,-0.00317874,-0.00106543,6.243e-05,5.19401,4.729621,1.5065620000000002,0.00090506,-0.00055205,0.00010675,2.61e-05,-0.00026684,3.355e-05,4.066108,2.171871,1.4898719999999999,-0.00637514,-0.00109889,-0.00048701,-0.0017797999999999996,-0.00193876,9.919e-05,5.4519269999999995,4.633849,1.538561,0.00088095,-0.0005431,0.00010378,7.51e-06,-0.00025994,3.126e-05,5.280289,1.6562119999999998,1.772961,5.166337,4.286574,1.739986,93.83892351588436,3.0,173.4722269733339,3.0596971199334417,Action_1
AR2721,1.347809,5.059082,2.287052,-0.00072204,-6.7e-06,0.00014335,1.848e-05,7.000000000000002e-06,1.19e-06,3.7080300000000004,3.892236,2.165657,-0.00033306,0.00052212,-8.336e-05,-1.32e-06,-7.26e-06,-1.6e-07,1.343936,4.6492330000000015,2.306634,-0.00040828,-0.00015576,-1.834e-05,1.46e-06,5.21e-06,5.42e-06,3.5624849999999997,3.736911,2.244488,-0.00045461,0.00040167,-7.018e-05,6.28e-06,-4.34e-06,3e-07,2.41257,0.9131533000000002,2.368707,2.4266959999999997,3.430884,2.415165,57.22997159469264,2.0,138.69395737266683,2.3905378990909143,Other_Action
AR1810,5.029632,4.275515,1.94261,-0.00042553,-0.00171173,7.312e-05,-0.00012347,-0.00027025,1.325e-05,6.273447,4.501257,1.84811,-7.695e-05,-0.00025984,4.128e-05,-0.00022518,1.435e-05,4.873e-05,4.674309,4.133966,1.9605099999999998,-0.000288,-0.00170894,7.28e-06,-0.00014191,-0.00024971,1.62e-06,5.932452,4.500647,1.93422,-0.00011179,5.439e-05,-0.00012887,-0.00157992,0.00028276,0.00028216,4.8559849999999996,1.887863,2.120472,4.857218,4.26279,2.137714,103.1768552523822,4.0,226.83119612849939,3.2088908091301582,Action_2
AR4902,4.513730000000002,5.144995,2.581023,0.00415575,0.00017352,-0.00366482,-0.00026327,0.00010578,0.00152101,4.921122,4.909161,2.274775,-0.01311631,0.03255528,0.00151183,0.00157946,0.00105452,-0.00038663,4.52442,5.09971,2.57402,0.00259869,-0.00045143,0.00169196,-0.00050499,-9.41e-06,0.00205062,4.8943010000000005,4.8911760000000015,2.358848,-0.00993105,0.0252663,-0.00683519,0.00137649,4.94e-05,-0.00060297,4.657286,4.697361,2.58541,4.669904,4.970226,2.606441,120.64204275538306,6.0,335.2560895337809,3.470013515429011,Other_Action
AR3923,5.671901,4.349904,1.47812,0.00175949,-8.525e-05,0.0001587,0.0004352,2.875e-05,-0.00010037,5.196308999999999,4.344562000000002,1.479511,0.01863194,0.00049668,0.001773,0.00696552,-0.00013287,0.00055689,5.3307660000000014,4.299713,1.546793,0.00095041,-8.663e-05,2.19e-06,0.0003478,6.564e-05,-0.00011863,5.5248040000000005,4.316739,1.532485,-0.00413136,0.00068293,3.891e-05,-0.00063224,-8.374e-05,5.3e-07,5.443504,1.670409,1.7534299999999998,5.407693,4.2575,1.7564849999999999,95.678264716675,3.0,174.87690601965943,3.0894664941895713,Other_Action
AR4110,4.6389629999999995,5.1274190000000015,2.47059,0.00853031,0.00294067,-0.01257556,-0.00043573,0.00050981,-0.00022692,4.8331050000000015,5.1349160000000005,2.585521,0.00123246,0.00588841,0.00481916,0.00024244,0.00083514,0.00019387,4.6450580000000015,5.097043,2.505216,0.00687669,0.0031432,-0.01096137,-0.00029575,0.00048127,-0.00014405,4.834564,5.088837,2.6126560000000003,0.00097883,0.00552958,0.00301887,0.00034135,0.00081469,0.00032260000000000004,4.759789,4.708267,2.701905,4.7496529999999995,4.980702,2.7054169999999997,128.84154304241406,7.0,371.5680842174477,3.5861536077035234,Other_Action
AR2995,5.340796,4.258467,1.48995,-3.607e-05,-0.00448897,-1.426e-05,-0.00087179,0.00031439,1.313e-05,4.461695,4.545138,1.552222,0.01482392,-0.00993392,-0.000883,0.00533839,-0.00224052,6.563e-05,4.996325,4.201474,1.5826120000000001,-0.00019236,-0.00298407,1.938e-05,-0.000769,0.00040848,-0.00021682,4.8705169999999995,4.448316,1.5887129999999998,0.00336256,-0.00642055,-0.00144583,-3.616e-05,-1.006e-05,-1.852e-05,4.999009,1.668639,1.7589580000000002,5.039127,4.276459,1.7442990000000005,88.14596492633294,3.0,162.18091644419374,2.965307213868742,Other_Action
AR1301,5.521138,3.9969629999999996,1.482251,-0.00149116,0.0003015,0.00023949,-0.00068898,0.00023328,0.00013058,5.310836,3.899438,1.503327,-0.00024776,0.00015031,2.32e-05,-9.262e-05,-1.68e-06,5.86e-06,5.23442,3.986365,1.544189,-0.00104244,-0.00072582,0.00030715,-0.00049285,-0.00039943,0.0001545,5.406751,3.9009120000000004,1.62642,-0.00365532,0.00024681,-0.00070111,0.00024223,0.0001763,0.00016897,5.425452,1.468899,1.7606279999999999,5.46569,4.122872,1.745538,95.7473704411768,3.0,174.63158388303623,3.0906637966391624,Other_Action
AR2300,1.358775,5.092923000000001,2.290841,1.635e-05,-4.24e-05,-5.506e-05,-6e-08,1.012e-05,3.8e-06,3.798773,3.866453,2.160577,7.305e-05,7.68e-06,-1.296e-05,6e-07,-8.6e-07,2.7e-07,1.3594,4.683457,2.3091,-1.295e-05,-6.645e-05,-4.914e-05,2.3e-06,6.2e-06,8.8e-07,3.612056,3.7138269999999998,2.243935,7.115e-05,5.413e-05,-4.25e-06,2.85e-06,2.25e-06,7.2e-07,2.42542,0.9025973,2.36956,2.443458,3.431226,2.409383,57.555622718195075,2.0,139.47851669141613,2.397327306647968,Other_Action
AR1686,5.43273,3.641925,1.5051700000000001,-0.0012859000000000002,0.00136961,0.00013929,-6.512e-05,-0.00010164,-5.6e-07,5.4057059999999995,4.1047410000000015,1.568776,-0.00190628,9.875e-05,-0.00030985,0.00281103,0.00011273,0.00031721,5.323308,3.7747879999999996,1.523843,-0.00070711,-3.324e-05,0.00017086,3.475e-05,-0.00010469,4.2e-06,5.536417,3.8471309999999996,1.561741,-0.00160323,0.0002786,-0.00030424,-8.375e-05,-1.022e-05,-1.167e-05,5.544909,1.462695,1.7850279999999998,5.5268239999999995,4.163161,1.743799,99.20826880582662,3.0,183.17897242882202,3.1460797546235217,Other_Action
AR3686,4.094187000000002,4.511322,1.711334,0.00343972,-0.03560997,0.00144486,0.00022134,-0.0038643,-0.0004798,5.1053120000000005,4.436387,1.7884240000000002,0.00481308,0.01209456,-0.0010653,-0.00453193,-0.00011087,-0.00079796,3.892217,4.451205,1.7807119999999999,0.01344923,-0.0334591,-0.00193104,0.00409167,-0.00379959,-0.00157357,5.05464,4.150639,1.7964330000000002,0.01857167,0.02372953,0.00227949,0.00065585,0.00438156,6.174e-05,4.583337,1.949668,1.8826060000000002,4.636042,4.156681,1.9492770000000001,86.47888283918604,3.0,170.90981163825663,2.9374508908613266,Action_1
